authors,title,publication_year,doi,url
John J. CamilleriGordon J. PaceMichael Rosner,Controlled Natural Language in a Game for Legal Assistance,2012,https://doi.org/10.1007/978-3-642-31175-8_8,http://link.springer.com/chapter/10.1007/978-3-642-31175-8_8
Edilson FernedaHércules Antonio do PradoAugusto Herrmann BatistaMarcello Sandi Pinheiro,Extracting Definitions from Brazilian Legal Texts,2012,https://doi.org/10.1007/978-3-642-31137-6_48,http://link.springer.com/chapter/10.1007/978-3-642-31137-6_48
Aidan Hogan,Introduction,2020,https://doi.org/10.1007/978-3-030-51580-5_1,http://link.springer.com/chapter/10.1007/978-3-030-51580-5_1
Peng YanWei Jin,Improving Cross-Document Knowledge Discovery Using Explicit Semantic Analysis,2012,https://doi.org/10.1007/978-3-642-32584-7_31,http://link.springer.com/chapter/10.1007/978-3-642-32584-7_31
Kasam Shaikh,Things You Must Know About the QnAMaker Knowledgebase,2019,https://doi.org/10.1007/978-1-4842-4185-1_7,http://link.springer.com/chapter/10.1007/978-1-4842-4185-1_7
Mohinish DaswaniKavina DesaiMili PatelReeya VaniMagdalini Eirinaki,CollegeBot: A Conversational AI Approach to Help Students Navigate College,2020,https://doi.org/10.1007/978-3-030-60117-1_4,http://link.springer.com/chapter/10.1007/978-3-030-60117-1_4
Theodora TsikrikaBirger LarsenHenning MüllerStefan EndrullisErhard Rahm,The Scholarly Impact of CLEF (2000–2009),2013,https://doi.org/10.1007/978-3-642-40802-1_1,http://link.springer.com/chapter/10.1007/978-3-642-40802-1_1
Radu Tudor IonescuMarius Popescu,Native Language Identification with String Kernels,2016,https://doi.org/10.1007/978-3-319-30367-3_8,http://link.springer.com/chapter/10.1007/978-3-319-30367-3_8
Sergio JimenezGeorge Dueñas,G-WordNet: Moving WordNet 3.0 and Its Resources to a Graph Database,2017,https://doi.org/10.1007/978-3-319-66562-7_8,http://link.springer.com/chapter/10.1007/978-3-319-66562-7_8
Leonid BoytsovZico Kolter,"Exploring Classic and Neural Lexical Translation Models for Information Retrieval: Interpretability, Effectiveness, and Efficiency Benefits",2021,https://doi.org/10.1007/978-3-030-72113-8_5,http://link.springer.com/chapter/10.1007/978-3-030-72113-8_5
Bendjamaa FairouzTaleb Nora,Computational Ontologies for a Semantic Representation of the Islamic Knowledge,2018,https://doi.org/10.1007/978-3-319-89743-1_4,http://link.springer.com/chapter/10.1007/978-3-319-89743-1_4
Alfredo M. Ronchi,"e-Government: Background, Today’s Implementation and Future Trends",2019,https://doi.org/10.1007/978-3-030-01596-1_5,http://link.springer.com/chapter/10.1007/978-3-030-01596-1_5
Houda AlbertsAkin IpekRoderick LucasPhillip Wozny,COLIEE 2020: Legal Information Retrieval and Entailment with Legal Embeddings and Boosting,2021,https://doi.org/10.1007/978-3-030-79942-7_14,http://link.springer.com/chapter/10.1007/978-3-030-79942-7_14
Mathias SlawikAxel Küpper,A Domain Specific Language and a Pertinent Business Vocabulary for Cloud Service Selection,2014,https://doi.org/10.1007/978-3-319-14609-6_12,http://link.springer.com/chapter/10.1007/978-3-319-14609-6_12
Liana ErmakovaLorraine GoeuriotJosiane MothePhilippe MulhemJian-Yun NieEric SanJuan,CLEF 2017 Microblog Cultural Contextualization Lab Overview,2017,https://doi.org/10.1007/978-3-319-65813-1_27,http://link.springer.com/chapter/10.1007/978-3-319-65813-1_27
Deirdre HoganJohannes LevelingHongyi WangPaul FergusonCathal Gurrin,"SMS Normalisation, Retrieval and Out-of-Domain Detection Approaches for SMS-Based FAQ Retrieval",2013,https://doi.org/10.1007/978-3-642-40087-2_18,http://link.springer.com/chapter/10.1007/978-3-642-40087-2_18
Bogdan IonescuHenning MüllerRenaud PéteriYashin Dicente CidVitali LiauchukVassili KovalevDzmitri KlimukAleh TarasauAsma Ben AbachaSadid A. HasanVivek DatlaJoey LiuDina Demner-FushmanDuc-Tien Dang-NguyenLuca PirasMichael Riegler,"ImageCLEF 2019: Multimedia Retrieval in Medicine, Lifelogging, Security and Nature",2019,https://doi.org/10.1007/978-3-030-28577-7_28,http://link.springer.com/chapter/10.1007/978-3-030-28577-7_28
Zygmunt VetulaniJacek Marciniak,Natural Language Based Communication between Human Users and the Emergency Center: POLINT-112-SMS,2011,https://doi.org/10.1007/978-3-642-20095-3_28,http://link.springer.com/chapter/10.1007/978-3-642-20095-3_28
Amit MishraSanjay Kumar Jain,An Approach for Intention Mining of Complex Comparative Opinion Why Type Questions Asked on Product Review Sites,2015,https://doi.org/10.1007/978-3-319-18117-2_19,http://link.springer.com/chapter/10.1007/978-3-319-18117-2_19
Björn SchullerTobias Knaup,Learning and Knowledge-Based Sentiment Analysis in Movie Review Key Excerpts,2011,https://doi.org/10.1007/978-3-642-18184-9_39,http://link.springer.com/chapter/10.1007/978-3-642-18184-9_39
Liora BraunstainOren KurlandDavid CarmelIdan SzpektorAnna Shtok,Supporting Human Answers for Advice-Seeking Questions in CQA Sites,2016,https://doi.org/10.1007/978-3-319-30671-1_10,http://link.springer.com/chapter/10.1007/978-3-319-30671-1_10
Rafael Torres AnchiêtaThiago Alexandre Salgueiro Pardo,A Rule-Based AMR Parser for Portuguese,2018,https://doi.org/10.1007/978-3-030-03928-8_28,http://link.springer.com/chapter/10.1007/978-3-030-03928-8_28
Zhiyuan LiuYankai LinMaosong Sun,Sentence Representation,2020,https://doi.org/10.1007/978-981-15-5573-2_4,http://link.springer.com/chapter/10.1007/978-981-15-5573-2_4
Said FathallaYaman Kannot,A Bidirectional-Based Spreading Activation Method for Human Diseases Relatedness Detection Using Disease Ontology,2017,https://doi.org/10.1007/978-3-319-67074-4_2,http://link.springer.com/chapter/10.1007/978-3-319-67074-4_2
Navin SabharwalSudipta BaruaNeha AnandPallavi Aggarwal,Various Cognitive Platforms/Engines,2020,https://doi.org/10.1007/978-1-4842-5555-1_2,http://link.springer.com/chapter/10.1007/978-1-4842-5555-1_2
Li DengYang Liu,A Joint Introduction to Natural Language Processing and to Deep Learning,2018,https://doi.org/10.1007/978-981-10-5209-5_1,http://link.springer.com/chapter/10.1007/978-981-10-5209-5_1
Balázs IndigMárton MiháltzAndrás Simonyi,Methods of Linking Linguistic Resources for Semantic Role Labeling,2018,https://doi.org/10.1007/978-3-319-93782-3_14,http://link.springer.com/chapter/10.1007/978-3-319-93782-3_14
Sławomir DadasMichał PerełkiewiczRafał Poświata,Pre-training Polish Transformer-Based Language Models at Scale,2020,https://doi.org/10.1007/978-3-030-61534-5_27,http://link.springer.com/chapter/10.1007/978-3-030-61534-5_27
Ulrich FurbachClaudia Schon,Commonsense Reasoning Meets Theorem Proving,2016,https://doi.org/10.1007/978-3-319-45889-2_1,http://link.springer.com/chapter/10.1007/978-3-319-45889-2_1
Florina PiroiAllan Hanbury,Evaluating Information Retrieval Systems on European Patent Data: The CLEF-IP Campaign,2017,https://doi.org/10.1007/978-3-662-53817-3_4,http://link.springer.com/chapter/10.1007/978-3-662-53817-3_4
Leslie F. Sikos Ph.D.,Internationalization,2011,https://doi.org/10.1007/978-1-4302-4042-6_2,http://link.springer.com/chapter/10.1007/978-1-4302-4042-6_2
Bogdan IonescuHenning MüllerRenaud PéteriAsma Ben AbachaVivek DatlaSadid A. HasanDina Demner-FushmanSerge KozlovskiVitali LiauchukYashin Dicente CidVassili KovalevObioma PelkaChristoph M. FriedrichAlba García Seco de HerreraVan-Tu NinhTu-Khiem Le,"Overview of the ImageCLEF 2020: Multimedia Retrieval in Medical, Lifelogging, Nature, and Internet Applications",2020,https://doi.org/10.1007/978-3-030-58219-7_22,http://link.springer.com/chapter/10.1007/978-3-030-58219-7_22
Jinwei YuanYan YangZhen JiaHongfeng YinJunfu HuangJie Zhu,Entity Recognition and Linking in Chinese Search Queries,2015,https://doi.org/10.1007/978-3-319-25207-0_47,http://link.springer.com/chapter/10.1007/978-3-319-25207-0_47
Siyuan LiaoLeung-Pun WongLap-Kei LeeOliver AuTianyong Hao,Leveraging Statistic and Semantic Features for Similar Question Detection Using Fusion XGBoost,2020,https://doi.org/10.1007/978-3-030-59413-8_9,http://link.springer.com/chapter/10.1007/978-3-030-59413-8_9
Bogdan IonescuHenning MüllerRenaud PéteriAsma Ben AbachaMourad SarroutiDina Demner-FushmanSadid A. HasanSerge KozlovskiVitali LiauchukYashin Dicente CidVassili KovalevObioma PelkaAlba García Seco de HerreraJanadhip JacutprakartChristoph M. FriedrichRaul Berari,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",2021,https://doi.org/10.1007/978-3-030-85251-1_23,http://link.springer.com/chapter/10.1007/978-3-030-85251-1_23
Soumya JahagirdarShankar GangisettyAnand Mishra,"Look, Read and Ask: Learning to Ask Questions by Reading Text in Images",2021,https://doi.org/10.1007/978-3-030-86549-8_22,http://link.springer.com/chapter/10.1007/978-3-030-86549-8_22
Yin Ki NgDallas J. FraserBesat KassaieFrank Wm. Tompa,Dowsing for Math Answers,2021,https://doi.org/10.1007/978-3-030-85251-1_16,http://link.springer.com/chapter/10.1007/978-3-030-85251-1_16
Asli EyeciogluBill Keller,Knowledge-lean Paraphrase Identification Using Character-Based Features,2018,https://doi.org/10.1007/978-3-319-71746-3_21,http://link.springer.com/chapter/10.1007/978-3-319-71746-3_21
Mark KröllYusuke FukazawaJun OtaMarkus Strohmaier,Automatically Constructing Concept Hierarchies of Health-Related Human Goals,2011,https://doi.org/10.1007/978-3-642-25975-3_12,http://link.springer.com/chapter/10.1007/978-3-642-25975-3_12
Bing Liu,Information Retrieval and Web Search,2011,https://doi.org/10.1007/978-3-642-19460-3_6,http://link.springer.com/chapter/10.1007/978-3-642-19460-3_6
Patrice BellotToine BogersShlomo GevaMark HallHugo HuurdemanJaap KampsGabriella KazaiMarijn KoolenVéronique MoriceauJosiane MotheMichael PremingerEric SanJuanRalf SchenkelMette SkovXavier TannierDavid Walsh,Overview of INEX 2014,2014,https://doi.org/10.1007/978-3-319-11382-1_19,http://link.springer.com/chapter/10.1007/978-3-319-11382-1_19
Wiem Ben RomdhaneBilel ElayebNarjès Bellamine Ben Saoud,A Discriminative Possibilistic Approach for Query Translation Disambiguation,2017,https://doi.org/10.1007/978-3-319-59569-6_45,http://link.springer.com/chapter/10.1007/978-3-319-59569-6_45
Kfir BarNachum Dershowitz,Inferring Paraphrases for a Highly Inflected Language from a Monolingual Corpus,2014,https://doi.org/10.1007/978-3-642-54903-8_22,http://link.springer.com/chapter/10.1007/978-3-642-54903-8_22
Richard ZanibbiDouglas W. OardAnurag AgarwalBehrooz Mansouri,Overview of ARQMath 2020: CLEF Lab on Answer Retrieval for Questions on Math,2020,https://doi.org/10.1007/978-3-030-58219-7_15,http://link.springer.com/chapter/10.1007/978-3-030-58219-7_15
Nádia F. F. da SilvaMarília Costa R. SilvaFabíola S. F. PereiraJoão Pedro M. TarregaJoão Vitor P. BeinottiMárcio FonsecaFrancisco Edmundo de AndradeAndré C. P. de L. F. de Carvalho,Evaluating Topic Models in Portuguese Political Comments About Bills from Brazil’s Chamber of Deputies,2021,https://doi.org/10.1007/978-3-030-91699-2_8,http://link.springer.com/chapter/10.1007/978-3-030-91699-2_8
João Vitor Andrioli de SouzaLucas Emanuel Silva E OliveiraYohan Bonescki GumielDeborah Ribeiro CarvalhoClaudia Maria Cabral Moro,Exploiting Siamese Neural Networks on Short Text Similarity Tasks for Multiple Domains and Languages,2020,https://doi.org/10.1007/978-3-030-41505-1_34,http://link.springer.com/chapter/10.1007/978-3-030-41505-1_34
Heng JiBenoit FavreWen-Pin LinDan GillickDilek Hakkani-TurRalph Grishman,Open-Domain Multi-Document Summarization via Information Extraction: Challenges and Prospects,2013,https://doi.org/10.1007/978-3-642-28569-1_9,http://link.springer.com/chapter/10.1007/978-3-642-28569-1_9
Ashley Firth,Tools and QA,2019,https://doi.org/10.1007/978-1-4842-5452-3_11,http://link.springer.com/chapter/10.1007/978-1-4842-5452-3_11
Tetsuya Sakai,"Metrics, Statistics, Tests",2014,https://doi.org/10.1007/978-3-642-54798-0_6,http://link.springer.com/chapter/10.1007/978-3-642-54798-0_6
Mónica MarreroAntoine IsaacNuno Freire,Automatic Translation and Multilingual Cultural Heritage Retrieval: A Case Study with Transcriptions in Europeana,2021,https://doi.org/10.1007/978-3-030-86324-1_17,http://link.springer.com/chapter/10.1007/978-3-030-86324-1_17
Stephen MutuviEmanuela BorosAntoine DoucetGaël LejeuneAdam JatowtMoses Odeo,Token-Level Multilingual Epidemic Dataset for Event Extraction,2021,https://doi.org/10.1007/978-3-030-86324-1_6,http://link.springer.com/chapter/10.1007/978-3-030-86324-1_6
Georg RehmHans Uszkoreit,Language Technology 2020: The Meta-Net Technology Vision,2013,https://doi.org/10.1007/978-3-642-36349-8_5,http://link.springer.com/chapter/10.1007/978-3-642-36349-8_5
Partha PakraySnehasis NeogiSivaji BandyopadhyayAlexander Gelbukh,Recognizing Textual Entailment in Non-english Text via Automatic Translation into English,2013,https://doi.org/10.1007/978-3-642-37798-3_3,http://link.springer.com/chapter/10.1007/978-3-642-37798-3_3
Jeff Friesen,Focusing on Odds and Ends,2014,https://doi.org/10.1007/978-1-4302-6455-2_16,http://link.springer.com/chapter/10.1007/978-1-4302-6455-2_16
Sarika JainDeepa ChaudharyN. K. Jain,Localization of EHCPRs System in the Multilingual Domain: An Implementation,2011,https://doi.org/10.1007/978-3-642-19403-0_61,http://link.springer.com/chapter/10.1007/978-3-642-19403-0_61
Josiah WangAndrew GilbertBart ThomeeMauricio Villegas,Automatic Image Annotation at ImageCLEF,2019,https://doi.org/10.1007/978-3-030-22948-1_11,http://link.springer.com/chapter/10.1007/978-3-030-22948-1_11
Nicola AloiaCesare ConcordiaCarlo Meghini,Europeana v1.0,2011,https://doi.org/10.1007/978-3-642-27302-5_16,http://link.springer.com/chapter/10.1007/978-3-642-27302-5_16
Gerhard BackfriedJohannes GöllnerGerald QuirchmayrKarin RainerGert KienastGeorg ThallingerChristian SchmidtMark PfeifferChristian MeurersAndreas Peer,Cross-Media Analysis for Communication during Natural Disasters,2013,https://doi.org/10.1007/978-3-319-03783-7_2,http://link.springer.com/chapter/10.1007/978-3-319-03783-7_2
Jing XuLiang GanBin ZhouQuanyuan Wu,An Unsupervised Method for Linking Entity Mentions in Chinese Text,2016,https://doi.org/10.1007/978-3-319-49178-3_14,http://link.springer.com/chapter/10.1007/978-3-319-49178-3_14
Ephraim NissanCarmelo AsaroAldo Franco DragoniDany Yamen FarookSolomon Eyal Shimony,"A Quarter of Century in Artificial Intelligence and Law: Projects, Personal Trajectories, a Subjective Perspective",2014,https://doi.org/10.1007/978-3-642-45324-3_16,http://link.springer.com/chapter/10.1007/978-3-642-45324-3_16
Seán O’RiainEdward CurryPaul Buitelaar,Engaging Practitioners within Design Science Research: A Natural Language Processing Case Study,2013,https://doi.org/10.1007/978-3-319-04090-5_14,http://link.springer.com/chapter/10.1007/978-3-319-04090-5_14
Deyan GinevMihnea IancuConstantin JucovshiAndrea KohlhaseMichael KohlhaseAkbar OripovJürgen SchefterWolfram SperberOlaf TeschkeTom Wiesing,The SMGloM Project and System: Towards a Terminology and Ontology for Mathematics,2016,https://doi.org/10.1007/978-3-319-42432-3_58,http://link.springer.com/chapter/10.1007/978-3-319-42432-3_58
Vladislav BlinovKirill MishchenkoValeria BolotovaPavel Braslavski,A Pinch of Humor for Short-Text Conversation: An Information Retrieval Approach,2017,https://doi.org/10.1007/978-3-319-65813-1_1,http://link.springer.com/chapter/10.1007/978-3-319-65813-1_1
Hamish CunninghamValentin TablanIan RobertsMark A. GreenwoodNiraj Aswani,Information Extraction and Semantic Annotation for Multi-Paradigm Information Management,2011,https://doi.org/10.1007/978-3-642-19231-9_15,http://link.springer.com/chapter/10.1007/978-3-642-19231-9_15
Renbo ZhuMeng MaPing Wang,RAGA: Relation-Aware Graph Attention Networks for Global Entity Alignment,2021,https://doi.org/10.1007/978-3-030-75762-5_40,http://link.springer.com/chapter/10.1007/978-3-030-75762-5_40
James HendlerAlice M. Mulvehill,What Computers Can’t Do–Yet,2016,https://doi.org/10.1007/978-1-4842-1156-4_5,http://link.springer.com/chapter/10.1007/978-1-4842-1156-4_5
Lukas GalkeGunnar GerstenkornAnsgar Scherp,A Case Study of Closed-Domain Response Suggestion with Limited Training Data,2018,https://doi.org/10.1007/978-3-319-99133-7_18,http://link.springer.com/chapter/10.1007/978-3-319-99133-7_18
Behrooz MansouriRichard ZanibbiDouglas W. OardAnurag Agarwal,Overview of ARQMath-2 (2021): Second CLEF Lab on Answer Retrieval for Questions on Math,2021,https://doi.org/10.1007/978-3-030-85251-1_17,http://link.springer.com/chapter/10.1007/978-3-030-85251-1_17
Cormac HampsonSeamus LawlessEoin BaileySivan YogevNaama ZwerdlingDavid CarmelOwen ConlanAlex O’ConnorVincent Wade,CULTURA: A Metadata-Rich Environment to Support the Enhanced Interrogation of Cultural Collections,2012,https://doi.org/10.1007/978-3-642-35233-1_23,http://link.springer.com/chapter/10.1007/978-3-642-35233-1_23
S. SaraswathiM. HemamaliniS. JananiV. Priyadharshini,Multi-document Text Summarization in E-learning System for Operating System Domain,2011,https://doi.org/10.1007/978-3-642-22726-4_19,http://link.springer.com/chapter/10.1007/978-3-642-22726-4_19
Evangelos KatisHaridimos KondylakisGiannis AgathangelosKostas Vassilakis,Developing an Ontology for Curriculum and Syllabus,2018,https://doi.org/10.1007/978-3-319-98192-5_11,http://link.springer.com/chapter/10.1007/978-3-319-98192-5_11
Raj Ratn PraneshMehrdad FarokhnejadAmbesh ShekharGenoveva Vargas-Solar,Looking for COVID-19 Misinformation in Multilingual Social Media Texts,2021,https://doi.org/10.1007/978-3-030-85082-1_7,http://link.springer.com/chapter/10.1007/978-3-030-85082-1_7
Gareth J. F. Jones,About Sound and Vision: CLEF Beyond Text Retrieval Tasks,2019,https://doi.org/10.1007/978-3-030-22948-1_13,http://link.springer.com/chapter/10.1007/978-3-030-22948-1_13
Mladen KaranJan Šnajder,Evaluation of Manual Query Expansion Rules on a Domain Specific FAQ Collection,2015,https://doi.org/10.1007/978-3-319-24027-5_24,http://link.springer.com/chapter/10.1007/978-3-319-24027-5_24
Mina SchützAlexander SchindlerMelanie SiegelKawa Nazemi,Automatic Fake News Detection with Pre-trained Transformer Models,2021,https://doi.org/10.1007/978-3-030-68787-8_45,http://link.springer.com/chapter/10.1007/978-3-030-68787-8_45
Bogdan IonescuHenning MüllerMauricio VillegasAlba García Seco de HerreraCarsten EickhoffVincent AndrearczykYashin Dicente CidVitali LiauchukVassili KovalevSadid A. HasanYuan LingOladimeji FarriJoey LiuMatthew LungrenDuc-Tien Dang-NguyenLuca Piras,"Overview of ImageCLEF 2018: Challenges, Datasets and Evaluation",2018,https://doi.org/10.1007/978-3-319-98932-7_28,http://link.springer.com/chapter/10.1007/978-3-319-98932-7_28
Jeremy Evas,Language Technology Support for Welsh,2014,https://doi.org/10.1007/978-3-642-45372-4_9,http://link.springer.com/chapter/10.1007/978-3-642-45372-4_9
Alyaa AlfalahiGunnar ErikssonEriks Sneiders,Shadow Answers as an Intermediary in Email Answer Retrieval,2015,https://doi.org/10.1007/978-3-319-24027-5_18,http://link.springer.com/chapter/10.1007/978-3-319-24027-5_18
Stefania CostantiniGiovanni De Gasperis,Complex Reactivity with Preferences in Rule-Based Agents,2012,https://doi.org/10.1007/978-3-642-32689-9_13,http://link.springer.com/chapter/10.1007/978-3-642-32689-9_13
Antonia CataldoValerio Di PintoAntonio M. Rinaldi,A Methodological Approach to Integrate Ontology and Configurational Analysis,2014,https://doi.org/10.1007/978-3-319-09129-7_50,http://link.springer.com/chapter/10.1007/978-3-319-09129-7_50
Sandip SarkarPartha PakrayDipankar DasAlexander Gelbukh,Regression Based Approaches for Detecting and Measuring Textual Similarity,2017,https://doi.org/10.1007/978-3-319-58130-9_14,http://link.springer.com/chapter/10.1007/978-3-319-58130-9_14
Ron Aitchison,DNS Messages and Records,2011,https://doi.org/10.1007/978-1-4302-3049-6_15,http://link.springer.com/chapter/10.1007/978-1-4302-3049-6_15
Dan CristeaDaniela GîfuMihaela ColhonPaul DiacAnca-Diana BibiriCătălina MărănducLiviu-Andrei Scutelnicu,Quo Vadis: A Corpus of Entities and Relations,2015,https://doi.org/10.1007/978-3-319-08043-7_28,http://link.springer.com/chapter/10.1007/978-3-319-08043-7_28
Abhishek SinghKarthik RamasubramanianShrey Shivam,"Natural Language Processing, Understanding, and Generation",2019,https://doi.org/10.1007/978-1-4842-5034-1_5,http://link.springer.com/chapter/10.1007/978-1-4842-5034-1_5
Richard Szeliski,Recognition,2022,https://doi.org/10.1007/978-3-030-34372-9_6,http://link.springer.com/chapter/10.1007/978-3-030-34372-9_6
Ryo IshiiRyuichiro HigashinakaKoh MitsudaTaichi KatayamaMasahiro MizukamiJunji TomitaHidetoshi KawabataEmi YamaguchiNoritake AdachiYushi Aono,Methods of Efficiently Constructing Text-Dialogue-Agent System Using Existing Anime Character,2020,https://doi.org/10.1007/978-3-030-60152-2_25,http://link.springer.com/chapter/10.1007/978-3-030-60152-2_25
Akshay KulkarniAdarsha ShivanandaAnoosh Kulkarni,Enhancing E-commerce Using an Advanced Search Engine and Recommendation System,2022,https://doi.org/10.1007/978-1-4842-7386-9_4,http://link.springer.com/chapter/10.1007/978-1-4842-7386-9_4
Kahaerjiang AbiderexitiMaosong Sun,Construction of an English-Uyghur WordNet Dataset,2019,https://doi.org/10.1007/978-3-030-32381-3_31,http://link.springer.com/chapter/10.1007/978-3-030-32381-3_31
John Krogstie,Applications of SEQUAL,2012,https://doi.org/10.1007/978-1-4471-2936-3_7,http://link.springer.com/chapter/10.1007/978-1-4471-2936-3_7
Iñaki AlegriaMaxux AranzabeXabier ArregiXabier ArtolaArantza Díaz de IlarrazaAingeru MayorKepa Sarasola,Valuable Language Resources and Applications Supporting the Use of Basque,2011,https://doi.org/10.1007/978-3-642-20095-3_30,http://link.springer.com/chapter/10.1007/978-3-642-20095-3_30
Juliano RabeloMi-Young KimRandy GoebelMasaharu YoshiokaYoshinobu KanoKen Satoh,COLIEE 2020: Methods for Legal Document Retrieval and Entailment,2021,https://doi.org/10.1007/978-3-030-79942-7_13,http://link.springer.com/chapter/10.1007/978-3-030-79942-7_13
Birger Larsen,The Scholarly Impact of CLEF 2010–2017,2019,https://doi.org/10.1007/978-3-030-22948-1_22,http://link.springer.com/chapter/10.1007/978-3-030-22948-1_22
David W. EmbleyStephen W. LiddleDeryle W. Lonsdale,Principled Pragmatism: A Guide to the Adaptation of Ideas from Philosophical Disciplines to Conceptual Modeling,2011,https://doi.org/10.1007/978-3-642-24574-9_24,http://link.springer.com/chapter/10.1007/978-3-642-24574-9_24
Jing HeJian-Yun NieYang LuWayne Xin Zhao,Position-Aligned Translation Model for Citation Recommendation,2012,https://doi.org/10.1007/978-3-642-34109-0_27,http://link.springer.com/chapter/10.1007/978-3-642-34109-0_27
Ameer AlbahemMaram HasanainMarwan TorkiTamer Elsayed,QweetFinder: Real-Time Finding and Filtering of Question Tweets,2017,https://doi.org/10.1007/978-3-319-56608-5_79,http://link.springer.com/chapter/10.1007/978-3-319-56608-5_79
Markus M. BergAmy IsardJohanna D. Moore,An OpenCCG-Based Approach to Question Generation from Concepts,2013,https://doi.org/10.1007/978-3-642-38824-8_4,http://link.springer.com/chapter/10.1007/978-3-642-38824-8_4
Sviatlana Höhn,Learning from Others’ Experience,2019,https://doi.org/10.1007/978-3-030-15504-9_2,http://link.springer.com/chapter/10.1007/978-3-030-15504-9_2
Hassan SaifF. Javier OrtegaMiriam FernándezIván Cantador,Sentiment Analysis in Social Streams,2016,https://doi.org/10.1007/978-3-319-31413-6_7,http://link.springer.com/chapter/10.1007/978-3-319-31413-6_7
Hany HassanKareem Darwish,Statistical Machine Translation,2014,https://doi.org/10.1007/978-3-642-45358-8_6,http://link.springer.com/chapter/10.1007/978-3-642-45358-8_6
Marcus Rohrbach,Attributes as Semantic Units Between Natural Language and Visual Recognition,2017,https://doi.org/10.1007/978-3-319-50077-5_12,http://link.springer.com/chapter/10.1007/978-3-319-50077-5_12
Fabrizio GottiPhilippe Langlais,Harnessing Open Information Extraction for Entity Classification in a French Corpus,2016,https://doi.org/10.1007/978-3-319-34111-8_20,http://link.springer.com/chapter/10.1007/978-3-319-34111-8_20
Pedro FialhoLuísa CoheurPaulo Quaresma,"Back to the Feature, in Entailment Detection and Similarity Measurement for Portuguese",2020,https://doi.org/10.1007/978-3-030-41505-1_16,http://link.springer.com/chapter/10.1007/978-3-030-41505-1_16
Boris Galitsky,A Social Promotion Chatbot,2019,https://doi.org/10.1007/978-3-030-04299-8_12,http://link.springer.com/chapter/10.1007/978-3-030-04299-8_12
Mona DiabYuval Marton,Semantic Processing of Semitic Languages,2014,https://doi.org/10.1007/978-3-642-45358-8_4,http://link.springer.com/chapter/10.1007/978-3-642-45358-8_4
Luis CostaCristina MotaDiana Santos,"SIGA, a System to Manage Information Retrieval Evaluations",2012,https://doi.org/10.1007/978-3-642-28885-2_32,http://link.springer.com/chapter/10.1007/978-3-642-28885-2_32
Gagandeep KaurS. K. JainSaurabh ParmarAnand Kumar,Extraction of Domain-Specific Concepts to Create Expertise Profiles,2012,https://doi.org/10.1007/978-3-642-29219-4_85,http://link.springer.com/chapter/10.1007/978-3-642-29219-4_85
Alfredo López MonroyHiram CalvoAlexander GelbukhGeorgina García Pacheco,Link Analysis for Representing and Retrieving Legal Information,2013,https://doi.org/10.1007/978-3-642-37256-8_32,http://link.springer.com/chapter/10.1007/978-3-642-37256-8_32
John FoleyJames Allan,Retrieving Time from Scanned Books,2015,https://doi.org/10.1007/978-3-319-16354-3_24,http://link.springer.com/chapter/10.1007/978-3-319-16354-3_24
Christoph MeinelHarald Sack,Application Layer and Internet Applications,2013,https://doi.org/10.1007/978-3-642-35392-5_9,http://link.springer.com/chapter/10.1007/978-3-642-35392-5_9
Mihai LupuMichail SalampasisAllan Hanbury,Domain Specific Search,2014,https://doi.org/10.1007/978-3-319-12511-4_6,http://link.springer.com/chapter/10.1007/978-3-319-12511-4_6
Hua YangDonghong JiMingyao ZhangBo ChenHongmiao Wu,Measuring the Semantic Relevance between Term and Short Text: Using the Concepts of Shortest Path Length and Relatively Important Community,2013,https://doi.org/10.1007/978-3-642-36337-5_26,http://link.springer.com/chapter/10.1007/978-3-642-36337-5_26
Boshko KoloskiTimen Stepišnik-PerdihSenja PollakBlaž Škrlj,Identification of COVID-19 Related Fake News via Neural Stacking,2021,https://doi.org/10.1007/978-3-030-73696-5_17,http://link.springer.com/chapter/10.1007/978-3-030-73696-5_17
Anwar D. ShaikhMukul JainMukul RawatRajiv Ratn ShahManoj Kumar,Improving Accuracy of SMS Based FAQ Retrieval System,2013,https://doi.org/10.1007/978-3-642-40087-2_14,http://link.springer.com/chapter/10.1007/978-3-642-40087-2_14
Flávio Nakasato CaçãoAnna Helena Reali CostaNatalie UnterstellLiuca YonahaTaciana StecFábio Ishisaki,Tracking Environmental Policy Changes in the Brazilian Federal Official Gazette,2022,https://doi.org/10.1007/978-3-030-98305-5_24,http://link.springer.com/chapter/10.1007/978-3-030-98305-5_24
Alexandra BalahurJesús M. HermidaHristo Tanev,Detecting Implicit Emotion Expressions from Text Using Ontological Resources and Lexical Learning,2013,https://doi.org/10.1007/978-3-642-31782-8_12,http://link.springer.com/chapter/10.1007/978-3-642-31782-8_12
Adebayo Kolawole JohnLuigi Di CaroLivio RobaldoGuido Boella,Textual Inference with Tree-Structured LSTM,2017,https://doi.org/10.1007/978-3-319-67468-1_2,http://link.springer.com/chapter/10.1007/978-3-319-67468-1_2
