authors	title	abstract	publication_year	doi	url	IS_ACCEPTED
Langhans, Philipp and Wieser, Christoph and Bry, Fran\c{c}ois	Crowdsourcing MapReduce: JSMapReduce	JSMapReduce is an implementation of MapReduce which exploits the computing power available in the computers of the users of a web platform by giving tasks to the JavaScript engines of their web browsers. This article describes the implementation of JSMapReduce exploiting HTML 5 features, the heuristics it uses for distributing tasks to workers, and reports on an experimental evaluation of JSMapReduce.	2013	https://doi.org/10.1145/2487788.2487915	https://doi.org/10.1145/2487788.2487915	FALSE
Pasetto, Davide and Franke, Hubertus and Qian, Weihong and Guo, Zhili and Guo, Honglei and Duan, Dongxu and Ni, Yuan and Pan, Yingxin and Bao, Shenghua and Cao, Feng and Su, Zhong	RTS - an Integrated Analytic Solution for Managing Regulation Changes and Their Impact on Business Compliance	Governance, Risk Management and Compliance are key success factors for corporations. Every company worldwide must ensure a proper compliance level with current and future laws and regulations, but managing the dynamic nature of the regulatory environment is a challenge, for both small and medium business as well as large corporations. Specifically the challenge is knowing and interpreting which regulations impact a particular business. Governments and standard bodies keep producing new, revised legislation, and businesses today rely on employees and consultants for tracking and understanding impact on their operations.This paper introduces a novel prototype solution that addresses these concerns through the use of advanced text analytics. In particular the system is able to discover sources of regulatory content on the world wide web, track the changes to these regulations, extract metadata and semantic information and use these to provide a semantically guided comparison of regulation versions. Moreover, by leveraging the IBM DeepQA architecture, the solution is able to cross reference business objectives with the regulatory database and provide insights about the impact of new and revised laws on a company's business.	2013	https://doi.org/10.1145/2482767.2482798	https://doi.org/10.1145/2482767.2482798	FALSE
Vogel, Adam and Jurafsky, Dan	He Said, She Said: Gender in the ACL Anthology	Studies of gender balance in academic computer science are typically based on statistics on enrollment and graduation. Going beyond these coarse measures of gender participation, we conduct a fine-grained study of gender in the field of Natural Language Processing. We use topic models (Latent Dirichlet Allocation) to explore the research topics of men and women in the ACL Anthology Network. We find that women publish more on dialog, discourse, and sentiment, while men publish more than women in parsing, formal semantics, and finite state models. To conduct our study we labeled the gender of authors in the ACL Anthology mostly manually, creating a useful resource for other gender studies. Finally, our study of historical patterns in female participation shows that the proportion of women authors in computational linguistics has been continuously increasing, with approximately a 50% increase in the three decades since 1980.	2012			FALSE
Chen, Zhiyu and Zhang, Shuo and Davison, Brian D.	WTR: A Test Collection for Web Table Retrieval	We describe the development, characteristics and availability of a test collection for the task of Web table retrieval, which uses a large-scale Web Table Corpora extracted from the Common Crawl. Since a Web table usually has rich context information such as the page title and surrounding paragraphs, we not only provide relevance judgments of query-table pairs, but also the relevance judgments of query-table context pairs with respect to a query, which are ignored by previous test collections. To facilitate future research with this benchmark, we provide details about how the dataset is pre-processed and also baseline results from both traditional and recently proposed table retrieval methods. Our experimental results show that proper usage of context labels can benefit previous table retrieval methods.	2021	https://doi.org/10.1145/3404835.3463260	https://doi.org/10.1145/3404835.3463260	FALSE
Dieng, Youssou and Diop, Ibrahima and Faye, Youssou and Malack, Camir A.	A Sub-Regional Information System for Monitoring and Managing PLHIV in Cross-Border Areas between Gambia, Senegal and Guinea Bissau: Information System for Managing PLHIV in Cross-Border Areas	Since aids appeared, it is of common knowledge that geographical spread of HIV is linked to human mobility [1]. However, this relationship between mobility and Aids is both complex and relatively unknown. The FEVE project (Frontiers and Vulnerability to HIV in West Africa), is implemented by ENDA to underline the causal process in order to achieve the UNAIDS 90-90-90 target [2]: by 2020, 90% of the people living with HIV know their HIV status, 90% of the people who know their HIV-positive status are accessing antiretroviral therapy and 90% of the people receiving antiretroviral therapy will have suppressed viral loads. However, as in most African countries, in Senegal health actors generate a large amount of information every day, such as consultation, hospitalization, monitoring infectious diseases, deaths, etc that is recorded in registers. That make difficult their exploitation. This difficulty is compounded when we interested in data related to infectious diseases such as HIV in cross-border areas. The high mobility of the population in these areas poses a great deal of problems in terms of treatment adherence as well as the search for those lost to follow-up. To overcome this problem, we propose a transboundary platform for the monitoring of People Living with HIV (PVVIH). This platform is a web and application which offers not only a sub-regional system of PLHIV management but also a system of communication and capacity building between actors.	2019	https://doi.org/10.1145/3361570.3361576	https://doi.org/10.1145/3361570.3361576	FALSE
Allan, James and Croft, Bruce and Moffat, Alistair and Sanderson, Mark	Frontiers, Challenges, and Opportunities for Information Retrieval	During a three-day workshop in February 2012, 45 Information Retrieval researchers met to discuss long-range challenges and opportunities within the field. The result of the workshop is a diverse set of research directions, project ideas, and challenge areas. This report describes the workshop format, provides summaries of broad themes that emerged, includes brief descriptions of all the ideas, and provides detailed discussion of six proposals that were voted "most interesting" by the participants. Key themes include the need to: move beyond ranked lists of documents to support richer dialog and presentation, represent the context of search and searchers, provide richer support for information seeking, enable retrieval of a wide range of structured and unstructured content, and develop new evaluation methodologies.	2012			FALSE
Allan, James and Croft, Bruce and Moffat, Alistair and Sanderson, Mark	Frontiers, Challenges, and Opportunities for Information Retrieval: Report from SWIRL 2012 the Second Strategic Workshop on Information Retrieval in Lorne	During a three-day workshop in February 2012, 45 Information Retrieval researchers met to discuss long-range challenges and opportunities within the field. The result of the workshop is a diverse set of research directions, project ideas, and challenge areas. This report describes the workshop format, provides summaries of broad themes that emerged, includes brief descriptions of all the ideas, and provides detailed discussion of six proposals that were voted "most interesting" by the participants. Key themes include the need to: move beyond ranked lists of documents to support richer dialog and presentation, represent the context of search and searchers, provide richer support for information seeking, enable retrieval of a wide range of structured and unstructured content, and develop new evaluation methodologies.	2012	https://doi.org/10.1145/2215676.2215678	https://doi.org/10.1145/2215676.2215678	FALSE
Li, Zhenyu and He, Bin and Yu, Xinguo and Hu, Rong	Speech Interaction of Educational Robot Based on Ekho and Sphinx	Speech interaction is a prominent interaction technology in educational robot, and educational robot with speech interaction can have a more harmonic and natural way of interaction. In some specific application scenarios such as education, the performance of speech recognition is not satisfactory due to the wide range of vocabularies and poor network. This paper trains the language model with professional vocabulary in the specific subject and establishes the corresponding phonetic dictionary in speech recognition based on Sphinx, and combines with speech synthesis based on Ekho to implement the speech interaction of educational robot in the offline state, and designs the relevant application of speech interaction about the teaching scenario of Chinese ancient poetry. The experiment demonstrates that the system designed and implemented can meet the demand of practical application of speech interaction in specific subject, and achieve the purpose of enhancing the student's learning experience and improving the learning effect.	2017	https://doi.org/10.1145/3124116.3124119	https://doi.org/10.1145/3124116.3124119	FALSE
Sonntag, Daniel	Medical and Health Systems		2019		https://doi.org/10.1145/3233795.3233808	FALSE
Cappellato, Linda and Ferro, Nicola and Jones, Gareth J.F. and Kamps, Jaap and Mothe, Josiane and Pinel-Sauvagnat, Karen and San Juan, Eric and Savoy, Jacques	Report on CLEF 2015: Experimental IR Meets Multilinguality, Multimodality, and Interaction	This is a report on the sixth edition of the Conference and Labs of the Evaluation Forum (CLEF 2015), held in early September 2015, in Toulouse, France. CLEF was a four day event combining a Conference and an Evaluation Forum. The focus of the Conference is "Experimental IR" as carried out in the CLEF Labs and other evaluation forums, it featured keynotes by Greg Greffenstette, Mounia Lalmas, and Doug Oard, and 43 papers have been presented, covering a wide range of topics. There were a total of eight Labs: eHealth, ImageCLEF, LifeCLEF, Living Labs for IR, NEWSREEL, PAN, QA, and Social Book Search, addressing a wide range of tasks, media, languages, and ways to go beyond standard test collections.	2016	https://doi.org/10.1145/2888422.2888428	https://doi.org/10.1145/2888422.2888428	FALSE
Allen, James and Andr\'{e}, Elisabeth and Cohen, Philip R. and Hakkani-T\"{u}r, Dilek and Kaplan, Ronald and Lemon, Oliver and Traum, David	Challenge Discussion: Advancing Multimodal Dialogue		2019		https://doi.org/10.1145/3233795.3233802	FALSE
Sun, Fu and Li, Feng-Lin and Wang, Ruize and Chen, Qianglong and Cheng, Xingyi and Zhang, Ji	K-AID: Enhancing Pre-Trained Language Models with Domain Knowledge for Question Answering	Knowledge enhanced pre-trained language models (K-PLMs) are shown to be effective for many public tasks in the literature, but few of them have been successfully applied in practice. To address this problem, we propose K-AID, a systematic approach that includes a low-cost knowledge acquisition process for acquiring domain knowledge, an effective knowledge infusion module for improving model performance, and a knowledge distillation component for reducing the model size and deploying K-PLMs on resource-restricted devices (e.g., CPU) for real-world application. Importantly, instead of capturing entity knowledge like the majority of existing K-PLMs, our approach captures relational knowledge, which contributes to better improving sentence-level text classification and text matching tasks that play a key role in question answering (QA). We conducted a set of experiments on five text classification tasks and three text matching tasks from three domains, namely E-commerce, Government, and Film&amp;TV, and performed online A/B tests in E-commerce. Experimental results show that our approach is able to achieve substantial improvement on sentence-level question answering tasks and bring beneficial business value in industrial settings.	2021		https://doi.org/10.1145/3459637.3481930	FALSE
	The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions	The Handbook of Multimodal-Multisensor Interfaces provides the first authoritative resource on what has become the dominant paradigm for new computer interfaces---user input involving new media (speech, multi-touch, hand and body gestures, facial expressions, writing) embedded in multimodal-multisensor interfaces.This three-volume handbook is written by international experts and pioneers in the field. It provides a textbook, reference, and technology roadmap for professionals working in this and related areas.This third volume focuses on state-of-the-art multimodal language and dialogue processing, including semantic integration of modalities. The development of increasingly expressive embodied agents and robots has become an active test-bed for coordinating multimodal dialogue input and output, including processing of language and nonverbal communication. In addition, major application areas are featured for commercializing multimodal-multisensor systems, including automotive, robotic, manufacturing, machine translation, banking, communications, and others. These systems rely heavily on software tools, data resources, and international standards to facilitate their development. For insights into the future, emerging multimodal-multisensor technology trends are highlighted for medicine, robotics, interaction with smart spaces, and similar topics. Finally, this volume discusses the societal impact of more widespread adoption of these systems, such as privacy risks and how to mitigate them. The handbook chapters provide a number of walk-through examples of system design and processing, information on practical resources for developing and evaluating new systems, and terminology and tutorial support for mastering this emerging field. In the final section of this volume, experts exchange views on a timely and controversial challenge topic, and how they believe multimodal-multisensor interfaces need to be equipped to most effectively advance human performance during the next decade.	2019			FALSE
Antoniadis, Panteleimon and Tambouris, Efthimios	PassBot: A Chatbot for Providing Information on Getting a Greek Passport	An important goal of eGovernment initiatives worldwide is to provide citizens with accurate, personalized and accessible information on Public Services (PS). Chatbots is a promising technology that can be used for that purpose. The aim of this paper is to develop and evaluate a chatbot (namely PassBot) for providing personalized information on the PS “Get a Greek Passport”. For this purpose, the PS was analyzed and different chatbot platforms were evaluated. Based on that, PassBot was developed to enable users to easily and reliably obtain personalized information on getting a Greek passport. The description of the public service was developed according to the European Core Public Service Vocabulary Application Profile (CPSV-AP), which is an extensible and machine-readable data model aiming to harmonise PS descriptions across the EU member states. As CPSV-AP does not inherently support complex PS, it was extended to accommodate personalized PS information provision. The chatbot was used and evaluated with promising results.	2021	https://doi.org/10.1145/3494193.3494233	https://doi.org/10.1145/3494193.3494233	FALSE
Pulido-Prieto, Oscar and Ju\'{a}rez-Mart\'{\i}nez, Ulises	A Survey of Naturalistic Programming Technologies	Mainly focused on solving abstraction problems, programming paradigms limit language expressiveness, thus leaving unexplored natural language descriptions that are implicitly expressive. Several authors have developed tools for programming with a natural language subset limited to specific domains to deal with the ambiguity occurring with artificial intelligence technique use. This article presents a review of tools and languages with naturalistic features and highlights the problems that authors have resolved and those they have not addressed, going on to discuss the fact that a “naturalistic” language based on a well-defined model is not reported.	2017	https://doi.org/10.1145/3109481	https://doi.org/10.1145/3109481	FALSE
Efron, Miles	Query Representation for Cross-Temporal Information Retrieval	This paper addresses the problem of long-term language change in information retrieval (IR) systems. IR research has often ignored lexical drift. But in the emerging domain of massive digitized book collections, the risk of vocabulary mismatch due to language change is high. Collections such as Google Books and the Hathi Trust contain text written in the vernaculars of many centuries. With respect to IR, changes in vocabulary and orthography make 14th-Century English qualitatively different from 21st-Century English. This challenges retrieval models that rely on keyword matching. With this challenge in mind, we ask: given a query written in contemporary English, how can we retrieve relevant documents that were written in early English? We argue that search in historically diverse corpora is similar to cross-language retrieval (CLIR). By considering "modern" English and "archaic" English as distinct languages, CLIR techniques can improve what we call cross-temporal IR (CTIR). We focus on ways to combine evidence to improve CTIR effectiveness, proposing and testing several ways to handle language change during book search. We find that a principled combination of three sources of evidence during relevance feedback yields strong CTIR performance.	2013	https://doi.org/10.1145/2484028.2484054	https://doi.org/10.1145/2484028.2484054	FALSE
Lam, Monica S. and Campagna, Giovanni and Xu, Silei and Fischer, Michael and Moradshahi, Mehrad	Protecting Privacy and Open Competition with Almond: An Open-Source Virtual Assistant	Will Alexa and Google Assistant become the duopoly platforms on which consumers reach web services and IoTs verbally? With open and collaborative research, we can build the best open-source virtual assistant to ensure choice, privacy, and open competition.	2019	https://doi.org/10.1145/3355757	https://doi.org/10.1145/3355757	FALSE
Blanke, Tobias and Bryant, Michael and Frankl, Michal and Kristel, Conny and Speck, Reto and Daelen, Veerle Vanden and Horik, Ren\'{e} Van	The European Holocaust Research Infrastructure Portal	Over the course of the past century, there have been significant changes in the practices of archives driven by the massive increase in the volume of records for archiving, a larger and more diverse user base, and the digital turn. This paper analyses work undertaken by the European Holocaust Research Infrastructure project (EHRI) to develop heritage archives into research infrastructures by connecting their knowledge and making it relevant for research. In the article, we focus on EHRI’s work on an integrated collection portal, acting as a central gateway to the rich information on Holocaust-related sources. At the time of writing, the portal contains over 150,000 descriptions of over 1,850 institutions that hold Holocaust-related archival material in 51 countries. In addition, it hosts concise reports that provide in-depth per-country information about the Holocaust history and archival situation in 47 countries, topic-focused research guides, and a range of other services. The article presents how the EHRI portal work connects to the state of the art of heritage portals and the novel solutions we had to develop to align the portal with the requirements of a research infrastructure.	2017	https://doi.org/10.1145/3004457	https://doi.org/10.1145/3004457	FALSE
Luchev, Detelin and Paneva-Marinova, Desislava and Pavlova-Draganova, Lilia and Pavlov, Radoslav	New Digital Fashion World	The contemporary information space provides a special place for the fashion art exhibitions. The fashion art reflects not only the choice of the society for the clothes, but it is a valuable cultural heritage - a long-term commitment for dress designers. Preserving and presenting this treasure is not new task, but the digital world gives a new vision on fashion creation and performing. In this paper we presented the first attempt in Bulgaria to be developed a multimedia digital library, keeping fashion objects, created by students of the National Art Academy. During the process on fashion study of young people it is often discovered new lines, talented creators, innovative fashion tendencies and new performing ideas that have to be advertised and popularized.	2013	https://doi.org/10.1145/2516775.2516803	https://doi.org/10.1145/2516775.2516803	FALSE
Carmel, David and Chang, Ming-Wei and Gabrilovich, Evgeniy and Hsu, Bo-June (Paul) and Wang, Kuansan	ERD'14: Entity Recognition and Disambiguation Challenge	In this paper we overview the 2014 Entity Recognition and Disambiguation Challenge (ERD'14), which took place from March to June 2014 and was summarized in a dedicated workshop at SIGIR 2014. The main goal of the ERD challenge was to promote research in recognition and disambiguation of entities in unstructured text. Unlike many past entity linking challenges, no mention segmentations were given to the participating systems for a given document. Participants were asked to implement a web service for their system to minimize human involvement during evaluation and to enable measuring the processing times. The challenge has attracted a lot of interest (over 100 teams registered, and 27 of those submitted final results).In this paper we cover the task definition, issues encountered during annotation, and provide a detailed analysis of all the participating systems. Specifically, we show how we adapted the pooling technique to address the difficulties of gathering annotations for the entity linking task. We also summarize the ERD workshop that followed the challenge, including the oral and poster presentations as well as the invited talks.	2014	https://doi.org/10.1145/2701583.2701591	https://doi.org/10.1145/2701583.2701591	FALSE
Yang, Zi and Garduno, Elmer and Fang, Yan and Maiberg, Avner and McCormack, Collin and Nyberg, Eric	Building Optimal Information Systems Automatically: Configuration Space Exploration for Biomedical Information Systems	Software frameworks which support integration and scaling of text analysis algorithms make it possible to build complex, high performance information systems for information extraction, information retrieval, and question answering; IBM's Watson is a prominent example. As the complexity and scaling of information systems become ever greater, it is much more challenging to effectively and efficiently determine which toolkits, algorithms, knowledge bases or other resources should be integrated into an information system in order to achieve a desired or optimal level of performance on a given task. This paper presents a formal representation of the space of possible system configurations, given a set of information processing components and their parameters (configuration space) and discusses algorithmic approaches to determine the optimal configuration within a given configuration space (configuration space exploration or CSE). We introduce the CSE framework, an extension to the UIMA framework which provides a general distributed solution for building and exploring configuration spaces for information systems. The CSE framework was used to implement biomedical information systems in case studies involving over a trillion different configuration combinations of components and parameter values operating on question answering tasks from the TREC Genomics. The framework automatically and efficiently evaluated different system configurations, and identified configurations that achieved better results than prior published results.	2013	https://doi.org/10.1145/2505515.2505692	https://doi.org/10.1145/2505515.2505692	FALSE
Agarwal, Prabal and Str\"{o}tgen, Jannik	Tiwiki: Searching Wikipedia with Temporal Constraints	Temporal information retrieval received a lot of attention during the last years and it is, in the meantime, widely accepted in the IR community that temporal information needs are important to tackle. A particular type of temporal queries are those with explicit temporal constraints, which make almost 15% of today's Web search queries. Although several approaches to allow textual search combined with temporal constraints regarding the content of the documents have been suggested, there are no publicly available search engines allowing for a time-centric search experience.In this paper, we suggest TIWIKI, a time-aware search engine for Wikipedia. Relying on steadily updated Wikipedia dumps annotated with temporal expressions, queries with textual and temporal components can be formulated and are served by ranking the search results based on aggregated values of temporal and textual relevance. As the search results directly link to the original Wikipedia pages, the Tiwiki search engine can be considered as slightly delayed, yet timely access to Wikipedia.	2017	https://doi.org/10.1145/3041021.3051112	https://doi.org/10.1145/3041021.3051112	FALSE
Yin, Zi and Chang, Keng-hao and Zhang, Ruofei	DeepProbe: Information Directed Sequence Understanding and Chatbot Design via Recurrent Neural Networks	Information extraction and user intention identification is a central topic in modern query understanding and recommendation systems. In this paper, we propose DeepProbe, a generic information-directed interaction framework which is built around an attention-based sequence to sequence (seq2seq) recurrent neural network. DeepProbe can rephrase, evaluate, and even actively ask questions, leveraging the generative ability and likelihood estimation made possible by seq2seq models. DeepProbe makes decisions based on a derived uncertainty (entropy) measure conditioned on user inputs, possibly with multiple rounds of interactions. Three applications, namely a rewritter, a relevance scorer and a chatbot for ad recommendation, were built around DeepProbe, with the first two serving as precursory building blocks for the third. We first use the seq2seq model in DeepProbe to rewrite a user query into one of standard query form, which is submitted to an ordinary recommendation system. Secondly, we evaluate DeepProbe's seq2seq model-based relevance scoring. Finally, we build a chatbot prototype capable of making active user interactions, which can ask questions that maximize information gain, allowing for a more efficient user intention idenfication process. We evaluate first two applications by 1) comparing with baselines by BLEU and AUC, and 2) human judge evaluation. Both demonstrate significant improvements compared with current state-of-the-art systems, proving their values as useful tools on their own, and at the same time laying a good foundation for the ongoing chatbot application.	2017	https://doi.org/10.1145/3097983.3098148	https://doi.org/10.1145/3097983.3098148	FALSE
Das, Dipankar	Analysis and Tracking of Emotions in English and Bengali Texts: A Computational Approach	The present discussion highlights the aspects of an ongoing doctoral thesis grounded on the analysis and tracking of emotions from English and Bengali texts. Development of lexical resources and corpora meets the preliminary urgencies. The research spectrum aims to identify the evaluative emotional expressions at word, phrase, sentence, and document level granularities along with their associated holders and topics. Tracking of emotions based on topic or event was carried out by employing sense based affect scoring techniques. The labeled emotion corpora are being prepared from unlabeled examples to cope with the scarcity of emotional resources, especially for the resource constraint language like Bengali. Different unsupervised, supervised and semi-supervised strategies, adopted for coloring each outline of the research spectrum produce satisfactory outcomes	2011	https://doi.org/10.1145/1963192.1963341	https://doi.org/10.1145/1963192.1963341	FALSE
Keuning, Hieke and Jeuring, Johan and Heeren, Bastiaan	A Systematic Literature Review of Automated Feedback Generation for Programming Exercises	Formative feedback, aimed at helping students to improve their work, is an important factor in learning. Many tools that offer programming exercises provide automated feedback on student solutions. We have performed a systematic literature review to find out what kind of feedback is provided, which techniques are used to generate the feedback, how adaptable the feedback is, and how these tools are evaluated. We have designed a labelling to classify the tools, and use Narciss’ feedback content categories to classify feedback messages. We report on the results of coding a total of 101 tools. We have found that feedback mostly focuses on identifying mistakes and less on fixing problems and taking a next step. Furthermore, teachers cannot easily adapt tools to their own needs. However, the diversity of feedback types has increased over the past decades and new techniques are being applied to generate feedback that is increasingly helpful for students.	2018	https://doi.org/10.1145/3231711	https://doi.org/10.1145/3231711	FALSE
Kuhn, Tobias	A Survey and Classification of Controlled Natural Languages	What is here called controlled natural language CNL has traditionally been given many different names. Especially during the last four decades, a wide variety of such languages have been designed. They are applied to improve communication among humans, to improve translation, or to provide natural and intuitive representations for formal notations. Despite the apparent differences, it seems sensible to put all these languages under the same umbrella. To bring order to the variety of languages, a general classification scheme is presented here. A comprehensive survey of existing English-based CNLs is given, listing and describing 100 languages from 1930 until today. Classification of these languages reveals that they form a single scattered cloud filling the conceptual space between natural languages such as English on the one end and formal languages such as propositional logic on the other. The goal of this article is to provide a common terminology and a common model for CNL, to contribute to the understanding of their general nature, to provide a starting point for researchers interested in the area, and to help developers to make design decisions.	2014	https://doi.org/10.1162/COLI_a_00168	https://doi.org/10.1162/COLI_a_00168	FALSE
Badaro, Gilbert and Hajj, Hazem and Habash, Nizar	A Link Prediction Approach for Accurately Mapping a Large-Scale Arabic Lexical Resource to English WordNet	Success of Natural Language Processing (NLP) models, just like all advanced machine learning models, rely heavily on large -scale lexical resources. For English, English WordNet (EWN) is a leading example of a large-scale resource that has enabled advances in Natural Language Understanding (NLU) tasks such as word sense disambiguation, question answering, sentiment analysis, and emotion recognition. EWN includes sets of cognitive synonyms called synsets, which are interlinked by means of conceptual-semantic and lexical relations and where each synset expresses a distinct concept. However, other languages are still lagging behind in having large-scale and rich lexical resources similar to EWN. In this article, we focus on enabling the development of such resources for Arabic. While there have been efforts in developing an Arabic WordNet (AWN), the current version of AWN has its limitations in size and in lacking transliteration standards, which are important for compatibility with Arabic NLP tools. Previous efforts for extending AWN resulted in a lexicon, called ArSenL, that overcame the size and the transliteration standard limitation but was limited in accuracy due to the heuristic approach that only considered surface matching between the English definitions from the Standard Arabic Morphological Analyzer (SAMA) and EWN synset terms, and that resulted in inaccurate mapping of Arabic lemmas to EWN’s synsets. Furthermore, there has been limited exploration of other expansion methods due to expensive manual validation needed. To address these limitations of simultaneously having large-scale size with high accuracy and standard representations, the mapping problem is formulated as a link prediction problem between a large-scale Arabic lexicon and EWN, where a word in one lexicon is linked to a word in another lexicon if the two words are semantically related. We use a semi-supervised approach to create a training dataset by finding common terms in the large-scale Arabic resource and AWN. This set of data becomes implicitly linked to EWN and can be used for training and evaluating prediction models. We propose the use of a two-step Boosting method, where the first step aims at linking English translations of SAMA’s terms to EWN’s synsets. The second step uses surface similarity between SAMA’s glosses and EWN’s synsets. The method results in a new large-scale Arabic lexicon that we call ArSenL 2.0 as a sequel to the previously developed sentiment lexicon ArSenL. A comprehensive study covering both intrinsic and extrinsic evaluations shows the superiority of the method compared to several baseline and state-of-the-art link prediction methods. Compared to previously developed ArSenL, ArSenL 2.0 included a larger set of sentimentally charged adjectives and verbs. It also showed higher linking accuracy on the ground truth data compared to previous ArSenL. For extrinsic evaluation, ArSenL 2.0 was used for sentiment analysis and showed, here, too, higher accuracy compared to previous ArSenL.	2020	https://doi.org/10.1145/3404854	https://doi.org/10.1145/3404854	FALSE
Siqueira, Sean Wolfgand Matsui and Silva, Marcel Ferrante	Session Details: Special Track - Applications and Tools		2015			FALSE
Wu, Guan-Long and Su, Yu-Chuan and Chiu, Tzu-Hsuan and Hsieh, Liang-Chi and Hsu, Winston H.	Scalable Mobile Video Question-Answering System with Locally Aggregated Descriptors and Random Projection	We present a scalable mobile video Question-Answering system with locally aggregated descriptors and random projection using user-generated videos all around the world for ACM Multimedia 2011 Technicolor challenge: "precise event recognition and description from video excerpts." Our proposed system takes a video excerpt as a query and explores its canonical semantics of that. We collect a public events video dataset containing 7 topics with 1963 YouTube videos to evaluate our proposed system. The experiment results show that our proposed video feature representation outperforms a state-of-the-art near-duplicate retrieval based on color histogram. The signature generated by random projection not only ensures real-time efficiency but also achieves a competitive MAP performance with original feature.	2011	https://doi.org/10.1145/2072298.2072409	https://doi.org/10.1145/2072298.2072409	FALSE
Vinogradov, Andrei and Kurshev, Evgeny and Vlasova, Natalia and Podobryaev, Alexey	Information Extraction Tasks in Public Administration Domain: ISIDA-T Natural Language Processing System	This article represents approaches of the artificial intelligence methods, used in public administration. An overview of various technologies of artificial intelligence applications in the field of public administration and related fields is given. All of these research directions are particularly relevant to the task of digital technologies (including artificial intelligence) growth to create an efficient and competitive digital economics in Russia. Among the modern intellectual technologies that allow solving the widest range of tasks, an important role plays technologies related to natural language text processing - nonstructured NL-texts are essential segment of data, used for analysis and decision-making tasks (in terms of data volume, of course, video data have a leading position, however, they are usually suitable for solving tactical but not strategic management tasks). The article provides an overview of the existing methods of natural language processing and their practical application to the tasks of public administration. An integrated approach to the natural language processing tools using for solving practical problems in the field of public administration is considered on the example of the ISIDA-T system for extracting information from natural language texts, developed at the Artificial Intelligence Research Center PSI RAS. The system under consideration is distinguished by a modular approach to the pre-processing of unstructured text and the possibility of manual adjustment for a specific extraction task. This technological solution gives the necessary flexibility and ease of use. The system consists of configurable text preprocessing, linguistic analysis, target information retrieval and output of the results in user-friendly form modules. One of the important components of the system is an integrated knowledge resource that allows quickly and efficiently adjust the system to the specifics of the relevant subject area. An approach to the application of the ISIDA-T system to the task of fact information extraction (as the most important for analyzing the situation and subsequent management decisions) is proposed using the example of information extraction about resignations and appointments from news feeds.	2019	https://doi.org/10.1145/3373722.3373782	https://doi.org/10.1145/3373722.3373782	FALSE
Bohus, Dan and Horvitz, Eric	Situated Interaction		2019		https://doi.org/10.1145/3233795.3233800	FALSE
Poesio, Massimo and Chamberlain, Jon and Kruschwitz, Udo and Robaldo, Livio and Ducceschi, Luca	Phrase Detectives: Utilizing Collective Intelligence for Internet-Scale Language Resource Creation	We are witnessing a paradigm shift in Human Language Technology (HLT) that may well have an impact on the field comparable to the statistical revolution: acquiring large-scale resources by exploiting collective intelligence. An illustration of this new approach is Phrase Detectives, an interactive online game with a purpose for creating anaphorically annotated resources that makes use of a highly distributed population of contributors with different levels of expertise.The purpose of this article is to first of all give an overview of all aspects of Phrase Detectives, from the design of the game and the HLT methods we used to the results we have obtained so far. It furthermore summarizes the lessons that we have learned in developing this game which should help other researchers to design and implement similar games.	2013	https://doi.org/10.1145/2448116.2448119	https://doi.org/10.1145/2448116.2448119	FALSE
Steedman, Mark	The Lost Combinator		2018	https://doi.org/10.1162/coli_a_00328	https://doi.org/10.1162/coli_a_00328	FALSE
Li, Tongliang and Fang, Lei and Lou, Jian-Guang and Li, Zhoujun and Zhang, Dongmei	AnaSearch: Extract, Retrieve and Visualize Structured Results from Unstructured Text for Analytical Queries	Modern search engines retrieve results mainly based on the keyword matching techniques, and thus fail to answer analytical queries like "apps with more than 1 billion monthly active users" or "population growth of the US from 2015 to 2019", which requires numerical reasoning or aggregating results from multiple web pages. Such analytical queries are very common in the data analysis area, the expected results would be structured tables or charts. In most cases, these structured results are not available or accessible, they scatter in various text sources. In this work, we build AnaSearch, a search system to support analytical queries, and return structured results that can be visualized in the form of tables or charts. We collect and build structured quantitative data from the unstructured text on the web automatically. With AnaSearch, data analysts could easily derive insights for decision making with keyword or natural language queries. Specifically, we build AnaSearch under the COVID-19 news data, which makes it easy to compare with manually collected structured data.	2021	https://doi.org/10.1145/3437963.3441694	https://doi.org/10.1145/3437963.3441694	FALSE
	Declarative Logic Programming: Theory, Systems, and Applications	Logic Programming (LP) is at the nexus of knowledge representation, AI, mathematical logic, databases, and programming languages. It allows programming to be more declarative, by specifying “what” to do instead of “how” to do it. This field is fascinating and intellectually stimulating due to the fundamental interplay among theory, systems, and applications brought about by logic. Several books cover the basics of LP but they focus mostly on the Prolog language. There is generally a lack of accessible collections of articles covering the key aspects of LP, such as the well-founded vs. stable semantics for negation, constraints, object-oriented LP, updates, probabilistic LP, and implementation methods, including top-down vs. bottom-up evaluation and tabling.For systems, the situation is even less satisfactory, lacking expositions of LP inference machinery that supports tabling and other state-of-the-art implementation techniques. There is also a dearth of articles about systems that support truly declarative languages, especially those that tie into first-order logic, mathematical programming, and constraint programming. Also rare are surveys of challenging application areas of LP, such as bioinformatics, natural language processing, verification, and planning, as well as analysis of LP applications based on language abstractions and implementations methods.The goal of this book is to help fill in the void in the literature with state-of-the-art surveys on key aspects of LP. Much attention was paid to making these surveys accessible to researchers, practitioners, and graduate students alike. 	2018			FALSE
